,accuracy,accuracy,balanced_accuracy,balanced_accuracy,macro_f1,macro_f1,weighted_f1,weighted_f1,roc_auc,roc_auc
,mean,std,mean,std,mean,std,mean,std,mean,std
model,,,,,,,,,,
LogisticRegression,0.7052026826259368,0.018332924838490035,0.6953659181949086,0.019038572356873028,0.6775054274247516,0.023668999136459763,0.6809984666738303,0.02319675196545751,0.8123172202805312,0.017032391111818354
RandomForest,0.9487468944606668,0.0025814991911125183,0.9479774953242026,0.0026049055864250806,0.9485855636469335,0.0025921714694207474,0.9486920605757675,0.0025850495834383877,0.9904475378944821,0.0013962235920383969
