,accuracy,accuracy,balanced_accuracy,balanced_accuracy,macro_f1,macro_f1,weighted_f1,weighted_f1,roc_auc,roc_auc
,mean,std,mean,std,mean,std,mean,std,mean,std
model,,,,,,,,,,
LogisticRegression,0.7154529669967002,0.005748247954064733,0.715452268660931,0.005747561903632894,0.7143143226124005,0.006050483904856169,0.7143145219431444,0.006050641231962451,0.7827193665188378,0.005133562101449434
RandomForest,0.901515284865793,0.002790674316828704,0.9015153758701826,0.0027905120973302977,0.9015130969060235,0.002790152223672648,0.9015130886916124,0.002790167758201633,0.9619777926254276,0.0025237598126588152
